Identifiant;Nom générique;Nom de la manifestation;Descriptif court;Descriptif long;Date début;Date fin;Horaires;Dates affichage - horaires;Modification dernière minute;Lieu - nom;Lieu - adresse 1;Lieu - adresse 2;Lieu - adresse 3;Code postal;Commune;Type de manifestation;Catégorie de la manifestation;Thème de la manifestation;Station métro/Tram à proximité;GoogleMap latitude;GoogleMap longitude;Réservation téléphone;Réservation email;Réservation site internet;Manifestation gratuite;Tarif normal;Tarif enfant;Tranche âge enfant;Geo Point
FMAMID031V50IV2R;;TERRE RUSSE (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

DANS LE CADRE DE LA TROISIÈME ÉDITION DES MUSICALES FRANCO-RUSSES

MAXIM EMELYANYCHEV : DIRECTION
AYLEN PRITCHIN : VIOLON";"Plongée au cœur de l’âme slave : frères jumeaux de la création russe, Tchaïkovski et Prokofiev vécurent en marge de leurs époques. Singuliers, originaux, amoureux l’un et l’autre du classicisme, ils nouent à cinquante ans d’écart un singulier dialogue auquel Maxim Emelyanychev insuffle son enthousiasme et sa jeunesse. Passionné par la musique de notre temps, le jeune chef crée en outre la nouvelle pièce de Benjamin Attahir, qui éclaire d’un faisceau contemporain ce voyage russe. 

BENJAMIN ATTAHIR
117:2C CRÉATION MONDIALE COMMANDE DE L’ONCT
SERGUEÏ PROKOFIEV
CONCERTO POUR VIOLON N° 2 EN SOL MINEUR, OP. 63
SYMPHONIE N°1 « CLASSIQUE » EN RÉ MAJEUR, OP. 25
PIOTR ILITCH TCHAÏKOVSKI
ROMÉO ET JULIETTE, OUVERTURE FANTAISIE";2021-03-19;2021-03-19;A 20h.;Le 19/03/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Culturelle;Concert;Musique classique;Métro ligne B François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;De 18,00 € à 60,00 €;;;43.6002193,1.4533432
FMAMID031V50ISHJ;;TEXAS;30e anniversaire de Southside.;Texas revient fêter les 30 ans de son album légendaire Southside!;2020-12-03;2020-12-03;A 20h.;Le 03/12/2020 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/texas-2231.html;;;;;43.598264,1.4092542
FMAMID031V50ISGW;;THE AVENER;Le concert prévu le vendredi 6 novembre 2020 au Zénith Toulouse Métropole est reporté au jeudi 11 novembre 2021.;"Le producteur et DJ Français de Pop Electro s’est révélé au grand public avec le tube mondial Fade Out Lines, véritable hymne Electro bluesy intemporel qui figure même dans la playlist de Barack & Michelle Obama. Le niçois confirme son talent de producteur en 2015 avec son premier album The Wandering of The Avener, déjà certifié triple platine en France. Ses morceaux irrésistibles mêlant avec aisance Electro et Pop le voient collaborer avec les plus grands artistes, de Bob Dylan à Rodriguez en passant par Lana Del Rey ou Mylène Farmer.

Avec le tubesque « Beautiful » — joué en avant-première sur le toit du Palais des Festivals de Cannes pendant le FIF — il prépare les esprits pour son grand retour avec un nouvel album à paraître début 2020 !

Les personnes ne pouvant se rendre au concert reporté sont invitées à se rapprocher de leur point de vente avant le 31 décembre 2020 pour un remboursement.""";2021-11-11;2021-11-11;A 20h.;Le 11/11/2021 - A 20h.;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/the-avener-2217.html;;;;;43.598264,1.4092542
FMAMID031V50IV3O;;TIC, TAC ! (ORCHESTRE NATIONAL DU CAPITOLE DE TOULOUSE);"RÊVER, ÉCOUTER, SE RETROUVER

JOSEP PONS : DIRECTION
STÉPHANIE D’OUSTRAC : CONCEPCIÓN";"Deux œuvres espiègles et malicieuses, où les horloges s’emballent ! L’humour de Haydn rythme l’une de ses ultimes symphonies. Quant aux horloges de Ravel, elles servent de cachettes aux amours interdites. Pour sa comédie musicale, le compositeur français rend un bel hommage à une Espagne de fantaisie. À la baguette, Josep Pons conduit ce voyage dans un pays où les belles infidèles jouent des castagnettes…
 
JOSEPH HAYDN
SYMPHONIE N° 101 « L’HORLOGE » EN RÉ MAJEUR, HOB. I : 101
MAURICE RAVEL
L’HEURE ESPAGNOLE";2021-05-29;2021-05-29;A 20h.;Le 29/05/2021 - A 20h.;;HALLE AUX GRAINS;;1 Place Dupuy;;31000;TOULOUSE;Culturelle;Concert;Musique classique;Métro ligne B François Verdier;43.6002193;1.4533432;05 61 63 13 13;;www.onct.toulouse.fr;;De 18,00 € à 60,00 €;;;43.6002193,1.4533432
FMAMID031V50JC31;;TOULOUSE BY NIGHT;"Visite guidée d'1h30 proposée par l'office de tourisme. 

Vous êtes à Toulouse pour quelques jours et vous souhaitez découvrir l’essentiel de la ville rose en une seule visite guidée : c’est par ici !";"À la découverte d’une ville tout en contrastes. Admirez la majesté des édifices révélés par la lumière, goûtez la quiétude de la nuit toulousaine ou profitez de l’animation des places emblématiques.

RDV à l'office de tourisme, donjon du Capitole. 
La réservation est conseillée, les places étant limitées.";;;A 21h45 A 21h45 A 21h45 A 21h45 A 21h45 A 21h45 A 21h A 21h A 21h;Le 04/08/2020 - A 21h45 Le 11/08/2020 - A 21h45 Le 14/08/2020 - A 21h45 Le 18/08/2020 - A 21h45 Le 25/08/2020 - A 21h45 Le 28/08/2020 - A 21h45 Le 04/09/2020 - A 21h Le 11/09/2020 - A 21h Le 25/09/2020 - A 21h;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole.;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Métro ligne A, Capitole.;43.6045323;1.44484873;08 92 18 01 80 ( 0,45 € TTC / mn );infos@toulouse-tourisme.com;www.toulouse-tourisme.com/visites-guidees;;De 5,00 € à 12,00 €;De 7,00 € à 7,00 €;;43.6045323,1.44484873
FMAMID031V501VLG;;TOULOUSE PLAGE, GRANDE ROUE : PORT VIGUERIE;Pour apprécier la ville avec une vue exceptionnelle , de jour comme de nuit.;"Du dimanche au jeudi de 11h à minuit
Les vendredis, samedis et jours fériés jusqu’à 1 h du matin.";2020-07-14;2020-09-06;De 11h à minuit du dimanche au jeudi, ou 1 heure du matin, les vendredis, samedis et jours fériés.;Du 14/07/2020 au 06/09/2020 - De 11h à minuit du dimanche au jeudi, ou 1 heure du matin, les vendredis, samedis et jours fériés.;;QUAI DE L'EXIL REPUBLICAIN ESPAGNOL;;Port Viguerie;;31300;TOULOUSE;Nature et détente, Sports et loisirs;Animations;Fête, Jeune public;Saint Cyprien République;43.6011762;1.43512466;;;www.toulouse.fr;;De  € à 4,00 €;De  € à 3,00 €;0 - 3 ans  /  4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.6011762,1.43512466
FMAMID031V50JC1C;;TOULOUSE Y SUS MONUMENTOS;Visita guiada de 1h30 de la Oficina de Turismo;"Para una primera visita, le proponemos un panorama de los principales sitios y monumentos: plaza del Capitole, basílica Saint-Sernin, orillas del río Garona y convento de los Jacobinos. 

Punto de cita : oficina de turismo, donjon du Capitole.";;;A las 11:00 A las 11:00 A las 11:00 A las 11:00 A las 11:00 A las 11:00 A las 11:00 A las 11:00;Le 01/08/2020 - A las 11:00 Le 08/08/2020 - A las 11:00 Le 15/08/2020 - A las 11:00 Le 22/08/2020 - A las 11:00 Le 29/08/2020 - A las 11:00 Le 05/09/2020 - A las 11:00 Le 12/09/2020 - A las 11:00 Le 26/09/2020 - A las 11:00;;OFFICE DE TOURISME DE TOULOUSE;Donjon du Capitole.;Square du Général De Gaulle;;31000;TOULOUSE;Culturelle;Visites guidées;;Métro ligne A Capitole;43.603908;1.44470599;08 92 18 01 80 (0,45 € TTC/min);infos@toulouse-tourisme.com;www.toulouse-tourisme.com/visites-guidees;;De 10,00 € à 12,00 €;De  € à 7,00 €;;43.603908,1.44470599
FMAMID031V50K0NS;;TOULOUSE'S ENIGMATIC QUEST : L'ÉTRANGE AFFAIRE DU DÉTECTIVE MARTEAU;Résolvez l’enquête la plus mystérieuse de Toulouse !;"Tous les 40 ans, un crime inexpliqué a lieu dans les rues de Toulouse. Ce soir, vous seul pouvez l’empêcher. A partir de notes inachevées d'un inspecteur devenu fou et de votre bon sens d’enquêteur, résolvez cette affaire hors du temps avant que l’irréparable ne s’accomplisse !
Au programme de cet Urban Game : jeu d'équipe, fouille, énigmes, mystères... le tout dans les ruelles de la Ville Rose ! Une activité idéale pour passer du temps en famille ou entre amis ! 

Constitution des équipes : 
La répartition des équipes se fait sur le moment en fonction du nombre de participants. La réservation peut donc se faire à partir d'une personne.
Les équipes sont de 8 personnes maximum. Si votre groupe est plus important, nous vous informons que vous ne pourrez pas tous jouez ensemble et que vous serez obligatoirement répartis dans 2 équipes. 

Privatisation : 
Cette visite est privatisable pour vos évènement de famille, entre amis ou avec vos collaborateurs. Demandez un devis à l'adresse suivante : paysdoc@paysdoc.com 

Une enquête pédestre à énigmes de 2h30 environ dans le centre de Toulouse 

Réservation en ligne obligatoire, les paiements sur place ne sont pas autorisés. Le point de rendez-vous sera communiqué par mail 24h à l'avance uniquement aux personnes ayant réservé.";2020-09-12;2020-09-12;;Le 12/09/2020;;TOULOUSE'S ENIGMATIC QUEST : L'ÉTRANGE AFFAIRE DU DÉTECTIVE MARTEAU;;;;31000;TOULOUSE;Culturelle, Insolite;Animations, Visites guidées;;Jean Jaurès;43.6046256;1.444205;05 61 73 17 96;paysdoc@paysdoc.com;boutique.paysdoc.com/visites/view/1135;;15,00 €;5,00 €;4 - 7 ans  /  8 - 12 ans  /  plus de 12 ans;43.6046256,1.444205
FMAMID031V50FTX4;;VACANCES D'ETE AU MUSEUM;Le Muséum dévoile un été animé !;"Au programme des ateliers et animations !
Durée : 30 min. Tous les jours.
Inscription à l'accueil le jour-même. Inclus dans le prix du billet

Chronique d'un pangolin malmené : Avant l’apparition du Covid-19, le pangolin était un animal méconnu du grand public. Nocturne et solitaire, il fait partie des espèces les plus braconnées sur Terre. Venez découvrir ce mammifère vraiment étonnant, pour ne pas dire unique ! 
Du mardi au vendredi : 12h, 14h30 et 15h.
Jours féries, samedi et dimanche : 12h et 14h30.

[ANIMATION - 3/6 ANS] Chronique de l'étonnant Monsieur Pangolin
Il ressemble à un artichaut mais ce n'est pas une plante !Il a des écailles mais ce n'est pas un poisson ! Il a une longue langue mais ce n'est pas un serpent ! Il se met en boule quand on le dérange mais ce n'est pas un hérisson ! Mais enfin ! Quel est ce drôle d'animal ?
11h30 et 16h30

[ANIMATION] Chronique d'un virus... TOUS AUX ABRIS ?!
Vous ne pensez plus qu'à laver, à nettoyer, à désinfecter, à aseptiser ? Les poignées de porte et les boutons d’ascenseurs vous provoquent des frissons d'horreur ? Vous rêvez d'un monde sans aucun microbe ? Afin de vous aider à ne pas sombrer dans la phobie des virus et autres petites bêtes microscopiques, venez découvrir leur fonctionnement, leur histoire et leur rôle aussi fascinant que redoutable dans le monde vivant.
Du mardi au vendredi : 14h, 15h30, 16h et 16h30. 
Jours féries, samedi et dimanche : 14h et 15h30.

[ANIMATION] Les Mystères de la trousse de toilette
On a tous une ou plusieurs trousses de toilette à la maison, que ce soit de voyage, de soirée et même d’urgence. Mais connaissez-vous les produits de soin du corps et d’hygiène qui s’y cachent ?
Savon, shampoing, dentifrice, crèmes et même parfums sont des cocktails d’ingrédients souvent obscurs. Aujourd’hui dans le jardin botanique Henri-Gaussen, venez démêler le vrai du faux et découvrir un peu ces produits de la vie quotidienne.
Du mardi au vendredi : 10h30, 11h, 11h30 et 17h. 
Jours féries, samedi et dimanche : 11h30 et 17h.

[ANIMATION] Chronique d'un masque controversé
Les stocks de masques du Muséum : quantité, date de fabrication, préconisations d’utilisation… Le Muséum vous informe en toute transparence ! Masques homologués ou alternatifs ? Réservés aux personnes averties ou accessibles à tous ? Une protection efficace ou qui reste à démontrer ? Si vous ne savez plus à quel masque vous vouer, venez découvrir cet incontournable objet... de nos collections !
Du mardi au vendredi : 15h, 15h30, 16h et 17h. 
Jours féries, samedi et dimanche : 15h et 16h.";2020-07-04;2020-08-30;Tous les jours sauf le lundi.;Du 04/07/2020 au 30/08/2020 - Tous les jours sauf le lundi.;;MUSEUM DE TOULOUSE;;35 Allées Jules-Guesde;;31000;TOULOUSE;Culturelle;Animations;Jeune public;Métro ligne B Palais de Justice ou Carmes;43.5942735;1.4492137;;;www.museum.toulouse.fr;;De 7,00 € à 9,00 €;De 5,00 € à 7,00 €;0 - 3 ans  /  4 - 7 ans  /  8 - 12 ans;43.5942735,1.4492137
FMAMID031V50IRLR;;VIRTUOSE HALLE AUX GRAINS;"Visite guidée d'1h proposée par l'Office de tourisme 
En partenariat avec la Halle aux Grains

A travers un fait historique, que diriez-vous de pousser plus loin l'aventure et d'explorer toutes les facettes de l'identité toulousaine ?";"D’abord marché aux céréales, plus tard salle de sports et finalement de concerts… la Halle aux grains a fait germer toutes sortes de cultures ! Aujourd’hui, sa structure hexagonale et ses vertus acoustiques lui permettent
d’accueillir l’Orchestre national du Capitole et des spectacles de tous horizons.
Un escalier rend l’accès peu aisé aux personnes qui ont des difficultés
motrices.

Un escalier rend l'accès peu aisé aux personnes qui ont des difficultés motrices.

RDV : devant la Halle aux grains, place Dupuy.";;;A 10h A 11h30;Le 21/09/2020 - A 10h Le 21/09/2020 - A 11h30;;DEVANT LA HALLE AUX GRAINS;;Place dupuy;;31000;TOULOUSE;Culturelle;Visites guidées;;Métro ligne B François-Verdier;43.599813;1.453929;08 92 18 01 80 Service 0,45 € / min + prix appel;infos@toulouse-tourisme.com;;;De 5,00 € à 7,00 €;;;43.599813,1.453929
FMAMID031V50ISHB;;VITAA & SLIMANE;VersuS, le titre de la première chanson issue d’un projet incroyable et évident.;"VersuS, les confessions musicales de Vitaa et Slimane, deux artistes que le destin a décidé de réunir le temps d’un album duo, disponible le 23 août 2019.

VersuS Tour, une tournée des Zénith à deux. Un spectacle musical unique mettant en scène les interprètes du tube « Je te le donne ». Un rendez-vous exceptionnel que vous donnent Slimane et Vitaa le temps d’une série de concerts uniques à travers toute la France, la Belgique et la Suisse dès mars 2020.";2021-11-06;2021-11-06;;Le 06/11/2021;;ZENITH TOULOUSE METROPOLE;;11 Avenue Raymond Badiou;;31300;TOULOUSE;Musique;Concert;;Zénith;43.598264;1.4092542;;;zenith-toulousemetropole.com/programmation/vitaa-slimane-2183.html;;;;;43.598264,1.4092542
FMAMID031V501YMG;JOURNEES EUROPEENNES DU PATRIMOINE;JOURNEES DU PATRIMOINE AU MUSEE SAINT RAYMOND;Le musée Saint-Raymond (collection permanente et exposition temporaire Wisigoths. Rois de Toulouse) sera accessible gratuitement le samedi 19 et le dimanche 20 septembre de 10h à 19h.;"Une découverte des vestiges du rempart romain de Toulouse est proposée, au départ du musée, de 10:30 à 12:30 le samedi (sans réservation dans la limite des places disponibles).  

Pendant les deux jours, l'équipe du MSR vous propose des visites ""éclair"" (30 mn maximum), gratuites et sans réservation, pour découvrir les collections permanentes et l'exposition. Voici le programme :  
  
SAMEDI 19 SEPTEMBRE

10h30 : Hygie, la déesse des gestes barrières (avec Jean-Baptiste Cyrille-Lytras, coordinateur des expositions / au 1er étage) 
11h00 : Go, go, Goths ! (avec Laure Barthet, conservateur du patrimoine et directrice / dans l'exposition temporaire) 
11h30 : Papotages autour des sarcophages (avec Jean-Baptiste Cyrille-Lytras, coordinateur des expositions / au sous-sol) 
12h30 : Go, go, Goths ! (avec Laure Barthet, conservateur du patrimoine et directrice / dans l'exposition temporaire) 
14h30 : Go, go, Goths ! (avec Laure Barthet, conservateur du patrimoine et directrice / dans l'exposition temporaire) 
15:00 : Les histoires d'amour finissent mal... en général (avec Margaux Békas, élève conservatrice du patrimoine / au 1er étage) 
15h30 : Les Wisigoths 1: les Barbares dans la BD (avec Mathieu Scapin, médiateur culturel / dans l'exposition temporaire) 
16h30 : Go, go, Goths ! (avec Laure Barthet, conservateur du patrimoine et directrice / dans l'exposition temporaire) 
17h30 : Tuto antique : comment s'épiler ? (avec Mathieu Scapin, médiateur culturel / au 2e étage) 
  
DIMANCHE 20 SEPTEMBRE

10h30 : Go, go, Goths ! (avec Laure Barthet, conservateur du patrimoine et directrice / dans l'exposition temporaire) 
11h00 : Couper/coller : une nouvelle tête pour une nouvelle vie (avec Pascal Capus, chargé de collection / au 2e étage) 
11h30 : Go, go, Goths ! (avec Laure Barthet, conservateur du patrimoine et directrice / dans l'exposition temporaire) 
12h30 : Diane, Bacchus, Vénus : une déco pour les Wisigoths ? (avec Pascal Capus, chargé de collection / dans l'exposition) 
14h30 : Go, go, Goths ! (avec Laure Barthet, conservateur du patrimoine et directrice / dans l'exposition temporaire) 
15h30 : Hygie, la déesse des gestes barrières (avec Jean-Baptiste Cyrille-Lytras, coordinateur des expositions / au 1er étage) 
16h30 : Go, go, Goths ! (avec Laure Barthet, conservateur du patrimoine et directrice / dans l'exposition temporaire) 
17h00 : Les histoires d'amour finissent mal... en général (avec Margaux Békas, élève conservatrice du patrimoine / au 1er étage) 
17h30 : Go, go, Goths ! (avec Laure Barthet, conservateur du patrimoine et directrice / dans l'exposition temporaire)";2020-09-19;2020-09-20;De 10h à 19h;Du 19/09/2020 au 20/09/2020 - De 10h à 19h;;MUSEE SAINT-RAYMOND, MUSEE D'ARCHEOLOGIE DE TOULOUSE;;1 ter Place Saint Sernin;;31000;TOULOUSE;Culturelle;Animations, Portes ouvertes, Rencontres;Musée;Métro ligne A Capitole ou métro ligne B Jeanne d'Arc;43.607817;1.441387;05 61 22 31 44;;www.SaintRaymond.toulouse.fr;Oui;;;8 - 12 ans  /  plus de 12 ans;43.607817,1.441387
