identifiant_id;nom_de_l_organisme;adresse_de_l_organisme;code_postal;commune;lien_vers_la_ressource;description_des_contenus_et_de_l_experience_proposes_min_200_max_500_caracteres;si_enfants_merci_de_preciser_le_niveau_scolaire;titre_de_la_ressource;activite_proposee_apprendre_se_divertir_s_informer;public_cible;types_de_ressources_proposees;thematiques;contenus_adaptes_aux_types_de_handicap;temps_d_activite_estime_lecture_ecoute_visionnage_jeu;accessibilite_perennite_de_la_ressource;rattachement_de_l_organisme;autre_precisez;si_limite_dans_le_temps_precisez_jusqu_a_quelle_date;autres_preciez;adresse;latitude;longitude;geolocalisation
1488;Saint-Pierre Patrimoine, ville de Saint-Pierre;Méziaire Guignard;97448;Saint-Pierre;https://www.facebook.com/272412416105254/videos/265193938168266/;Dernière vidéo d'une série que nous avons lancé pendant le confinement, voici la visite virtuelle de la Rivière d'Abord, lieu chargé d'histoire qui sera à l'origine de la naissance de la ville de Saint-Pierre. Film réalisé par Saint-Pierre Patrimoine, pôle du service culturel de la ville de Saint-Pierre</p>;Lycée;Visite virtuelle n°5 - La rivière d'Abord;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;"Architecture et patrimoine;Histoire;Monuments historiques;Photographie";;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;Méziaire Guignard 97448 Saint-Pierre;-21.3415579;55.4780141;-21.3415579,55.4780141
1492;Les P.O. vues d'en haut;1 avenue des Albères;66490;SAINT JEAN PLA DE CORTS;https://lespovuesdenhaut.fr/visite_aerienne/;Les P.O. vues d’en haut est un projet photographique qui a pour objectif de proposer une visite des Pyrénées-Orientales vue depuis un drone. Un panorama 360° est réalisé dans chaque commune ou point d’intérêt du département pour créer une visite aérienne la plus complète possible. Il est ensuite possible de se promener dans les airs, d'un panorama à l'autre, pour découvrir les Pyrénées-Orientales d'une manière unique.</p>;Maternelle|Primaire|Collège|Lycée;Les P.O. vues d'en haut;Expos, musées;Tous publics;"Images, collections numérisées;Expositions virtuelles";"Arts numériques;Photographie";Navigation au clavier;Le temps d'un vrai déjeuner;Accès permanent;Organisme privé;;;;1 avenue des Albères 66490 SAINT JEAN PLA DE CORTS;42.5120393;2.7893606;42.5120393,2.7893606
1493;Musée des Beaux-Arts de Bordeaux;20 cours d'Albret;33000;Bordeaux;http://www.musba-bordeaux.fr/fr/article/crime-au-mus%C3%A9e-des-beaux-arts-de-bordeaux-le-jeu;Le musée des Beaux-Arts de Bordeaux lance son premier jeu en ligne ! Alors que les premières lueurs de l’aube dévoilent le musée, vous recevez un message. L’équipe de police criminologique de Bordeaux vient d’arriver au musée : un corps a été trouvé par la gardienne pendant sa ronde de nuit. Qui l’a tué ? Ils ont besoin de vous pour résoudre ce mystère. Interrogez les suspects, les témoins, cherchez des indices sur les tableaux… À vous de jouer !</p>;Collège|Lycée;Crime au musée, le jeu en ligne;Jeux;Tous publics;Jeux;Musées;Transcription textuelle;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;20 cours d'Albret 33000 Bordeaux;44.837366;-0.580543;44.837366,-0.580543
1494;APARR - Association des professionnels du cinéma et de l'audiovisuel de Bourgogne-Franche-Comté;La Coursive - 33 Place Galilée;21000;Dijon;https://www.docsicicourtsla.com/;Revisitez la Bourgogne Franche-Comté à travers les films qui y sont réalisés et/ou produits ! Avec Docs ici, Courts là, des documentaires et des courts métrages de fiction sont mis à disposition de diffuseurs qui pourront prorammer des séances toute l'année au plus près de vous, dans des lieux aussi variés que les cinémas, médiathèques, festivals, associations, établissements scolaires... Les séances de projection pourront être animées par la présence d'un réalisateur, une exposition, un débat, un cocktail…Cette opération de diffusion, coordonnée par l'APARR, Association des professionnels du cinéma et de l'audiovisuel de Bourgogne-Franche-Comté, bénéficie du soutien financier des Région et Direction régionale des affaires culturelles de Bourgogne Franche-Comté ainsi que du CNC.</p>;;Docs ici, Courts là;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;"Audiovisuel;Cinéma";;Toute une vie ne suffit pas;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;La Coursive - 33 Place Galilée  21000 Dijon;47.3327493;5.0680566;47.3327493,5.0680566
1495;Le POLAU-pôle art et urbanisme;20 rue des Grands Mortiers;37700;Saint Pierre des Corps;http://polau.org/incubations/les-conversations-du-parlement-de-loire/;Et si pour la première fois en Europe, un fleuve avait la possibilité de s’exprimer et de défendre ses intérêts ? La commission pour un parlement de Loire organise des auditions publiques pour imaginer un parlement où l’eau, le sable, la faune, la flore seraient représentés. Animée par l’écrivain Camille de Toledo, cette commission propose, depuis le confinement et au delà, des podcasts afin de continuer à discuter, critiquer, préciser ces nouveaux modes de cohabitation inter-espèces.</p>;Lycée;Les conversations du parlement de Loire;Actualités, débats;Tous publics;Audio, radio, podcasts;Parcs et jardins;Audiodescription (AD);Le temps d’un vrai déjeuner;Accès permanent;Organisme labellisé, conventionné ou subventionné par le ministère de la culture;;;;20 rue des Grands Mortiers 37700 Saint Pierre des Corps;47.3822206;0.7243158;47.3822206,0.7243158
1496;Champs-Elysées Film Festival;60 rue Pierre Charron;75008;Paris;https://festival.champselyseesfilmfestival.com/;Avec la volonté affirmée de ne pas priver les festivaliers du meilleur du cinéma indépendant français et américain malgré les conditions sanitaires actuelles, la 9e édition de Champs-Élysées Film Festival se déroulera 100% en ligne et gratuitement du 9 au 16 juin dans toute la France. Au programme plus de 40 films en exclusivité, des masterclass, des showcases ...</p>;Collège|Lycée;9e édition de Champs-Elysées Film Festival;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;"Arts visuels;Audiovisuel;Cinéma;Éducation artistique et culturelle";Sous-titrage;Le temps d'un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Organisme privé;;2020-06-16T23:01:26;;60 rue Pierre Charron 75008 Paris;48.8694398;2.3035295;48.8694398,2.3035295
1506;musée d'art naïf et d'arts singuliers;place de la trémoille;53000;laval;https://www.youtube.com/playlist?list=PL2TUzjT68zotZ7xwR520QIICMHobjND9C;L’art à demeure | Un atelier de création plastique par semaine Sur Youtube et Instagram, le MANAS vous propose un atelier de création plastique à réaliser depuis chez vous en lien avec les œuvres de la collection naïve et singulière.</p>;Primaire|Collège|Lycée;L'art à demeure : ateliers de création plastique;Expos, musées;Tous publics;"Vidéo, flux en direct, programmes en différé;Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels;Création et pratiques artistiques";"Éducation artistique et culturelle;Musées";Transcription textuelle;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;place de la trémoille 53000 laval;48.068775;-0.7725109;48.068775,-0.7725109
1514;Institut national de recherches archéologiques préventives (Inrap);121 Rue d'Alésia;74014;Paris;https://journees-archeologie.fr/c-2020/accueil;"Compte tenu du contexte sanitaire, la 11e édition des Journées de l’archéologie (JEA) ne se déroulera pas sous sa forme traditionnelle. L’archéologie sera toutefois mise à l’honneur du 19 au 21 juin, grâce à l’organisation de l’événement #Archéorama, coordonné par l’Institut national de recherches archéologiques préventives (Inrap), sous l’égide du ministère de la Culture.</p>

Afin de permettre à tous les acteurs de contribuer à la grande fête annuelle de l’archéologie et de découvrir celle-ci sous un nouveau jour au plus près de chez soi, #Archeorama ouvre la possibilité de créer des évènements numériques, de valoriser des ressources en ligne, et de signaler les évènements en présentiel maintenus.</p>";;#Archeorama : 11e édition des journées européennes de l'archéologie, les 19, 20 et 21 juin 2020;Approfondir ses connaissances;Tous publics;Vidéo, flux en direct, programmes en différé;Archéologie;;Le temps d’un week-end;Accès gratuit exceptionnel et limité dans le temps;Ministère de la Culture ou opérateur national;;2020-06-22T15:47:54;;121 Rue d'Alésia 74014 Paris;48.8289727;2.3230569;48.8289727,2.3230569
1518;Mille formes, Centre d'initiation à l'art pour les 0-6 ans;23 rue Fontgiève;63000;Clermont-Ferrand;https://www.youtube.com/channel/UCuAa-Ucf2HovtE2yhucX11Q/videos?view=0&sort=dd&shelf_id=1;"<style type=""text/css""><!--td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}-->
</style>
Les petites histoires de mille formes accompagnent les tout petits, à partir de 2 ans, et leurs parents. Un rendez-vous régulier les mercredis et vendredis à 18h, souhaité par mille formes, Centre d’initiation à l’art pour les 0-6 ans de la ville de Clermont-Ferrand, et le Centre Pompidou, pour proposer une série de tout petits films, réalisés par le designer Alexandre Echasseriau dans son appartement, qui mettent en scène l’état émotionnel des objets en confinement.</p>";Primaire;Les petites histoires de Mille formes;Films, documentaires, vidéos;Enfants;Vidéo, flux en direct, programmes en différé;Arts visuels;;Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;23 rue Fontgiève 63000 Clermont-Ferrand;45.7806598;3.0801893;45.7806598,3.0801893
570;Abandonware France;84 avenue de la Republique;75011;Paris;https://www.abandonware-france.org/;Créé en 2000, le site permet de télécharger et de jouer à des millers d'anciens jeux vidéos. L'objectif à terme est la sauvegarde et l'accessibilité du patrimoine vidéoludique francophone.;;Retro-gaming;Jeux;Tous publics;Jeux;"Arts numériques;Audiovisuel;Histoire;Sciences";;Toute une vie ne suffit pas;Accès permanent;Organisme privé;;;;84 avenue de la Republique 75011 Paris;48.8641086;2.3796542;48.8641086,2.3796542
576;Aquarium tropical;EPPPD 293 avenue Daumesnil;75012;Paris;https://www.aquarium-tropical.fr/l-aquarium-tropical-la-maison;En quelques minutes découvrez l'essentiel de l'Aquarium tropical depuis chez vous : ses missions, ses 300 espèces, un ensemble de vidéos pour découvrir leur biologie et leurs relations... Mais également un état des lieux des menaces que subissent actuellement les milieux aquatiques tropicaux et l'océan, et quelques idées pour les préserver et les protéger...;;L'Aquarium tropical à la maison;Expos, musées;Tous publics;"Ressources pédagogiques;Images, collections numérisées, bases de données";"Musées;Sciences";;Le temps d’un vrai déjeuner;Accès gratuit exceptionnel et limité dans le temps;Ministère de la Culture ou opérateur national;;2020-06-30T00:00:00;;EPPPD 293 avenue Daumesnil 75012 Paris;48.8352227;2.4096386;48.8352227,2.4096386
577;Aquarium tropical;EPPPD 293 avenue Daumesnil;75012;Paris;https://www.aquarium-tropical.fr/ressources;De l'alimentation à la reproduction des poissons : découvrez les coulisses de l'aquarium.;;Des vidéos pour comprendre;Films, documentaires, vidéos;Tous publics;Vidéo, flux en direct, programmes en différé;"Musées;Sciences";;Le temps d’un vrai déjeuner;Accès permanent;Ministère de la Culture ou opérateur national;;;;EPPPD 293 avenue Daumesnil 75012 Paris;48.8352227;2.4096386;48.8352227,2.4096386
579;Archea;56 rue de Paris;95380;Louvres;https://archea.roissypaysdefrance.fr/a-la-une/une/visiter-archea-depuis-chez-soi-cest-possible-389;ARCHÉA, musée d'archéologie situé au nord-est de Paris, a créé des visites virtuelles permettant de découvrir son exposition permanente à travers des photos, des descriptions audio et des animations vidéos. Chaque vitrine est reproduite et fait l'objet de commentaires des principaux objets des collections du musée. Trois visites peuvent être choisies : en français, en anglais et en langue des signes française.;;Visite virtuelle du musée d'archéologie;Expos, musées;Tous publics;"Audio, radio, podcasts;Images, collections numérisées, bases de données;Expositions virtuelles";"Archéologie;Histoire;Musées";Langue des signes française (LSF);Le temps de manger un sandwich pendant une pause déjeuner;Accès permanent;Collectivité territoriale;;;;56 rue de Paris 95380 Louvres;49.041068;2.507028;49.041068,2.507028
585;Archives départementales - Aude;Archives départementales de l'Aude;11855;Carcassonne;https://archivesdepartementales.aude.fr/petites-histoires-darchives;En cette période particulière, les Archives départementales de l'Aude vous invitent à découvrir des récits tirés de documents d’archives et vous proposent ainsi une chronique hebdomadaire des Petites histoires d’archives : incidents, anecdotes, événements locaux qui font la petite et la grande histoire de nos territoires…</p>;;Petites histoires d'archives audoises;Approfondir ses connaissances;Tous publics;Images, collections numérisées, bases de données;Archives;"Audiodescription (AD);Jeu utilisant du HTML;Navigation au clavier;Facile à lire et à comprendre (FALC)";Le temps de manger un sandwich pendant une pause déjeuner;Accès gratuit exceptionnel et limité dans le temps;Collectivité territoriale;;2020-06-30T00:00:00;Rubrique lancée pendant le confinement, les histoires seront publiées tous les mercredis pendant le confinement, et au-delà.;Archives départementales de l'Aude 11855 Carcassonne;43.2292889;2.3491001;43.2292889,2.3491001
587;Archives départementales - Bas-Rhin;6 rue Philippe Dollinger;67100;Strasbourg;http://archives.bas-rhin.fr/a-voir/expositions/;Expositions virtuelles et ressources pédagogiques autour de l'histoire de l'Alsace. Documents d'archives numérisés et guides de recherche pour préparer/effectuer en ligne sa recherche historique ou généalogique.;;Archives en ligne;Approfondir ses connaissances;Tous publics;"Images, collections numérisées, bases de données;Expositions virtuelles";Archives;;Le temps d’une soirée;Accès permanent;Collectivité territoriale;;;;6 rue Philippe Dollinger 67100 Strasbourg;48.5719475;7.77201;48.5719475,7.77201
598;Archives départementales - Hautes-Alpes;22 route de Rambaud;05000;Gap;https://archives.hautes-alpes.fr/galerie/galerie/index/n:99;"Découverte de trois galeries de documents numérisés sous forme d'expositions virtuelles : affiches de la Première Guerre mondiale ; estampes japonaises de l’art ukiyo-e issues de la collection La Mazelière ; affiches publicitaires d'Achille Mauzan, affichiste gapençais.";;Dossiers thématiques et expositions virtuelles;Expos, musées;Tous publics;Images, collections numérisées, bases de données;Archives;;Le temps d’un vrai déjeuner;Accès permanent;Collectivité territoriale;;;;22 route de Rambaud 5000 Gap;44.5610755;6.0958011;44.5610755,6.0958011
606;Archives départementales - Loire-Atlantique;6 rue de Bouillé;44035;Nantes;https://archives.loire-atlantique.fr/jcms/culturechezvous-fr-p2_19746;Pendant la période de confinement, le site internet des Archives de Loire-Atlantique reste actif et propose de nombreuses ressources en ligne pour vous occuper tout en vous cultivant : des conférences à réécouter, des archives numérisées à consulter, de la presse océrisée et des publications à lire, des fiches méthodologiques ou des exercices de paléographie pour s’entrainer et bien d’autres choses encore !;;#CultureChezNous;Approfondir ses connaissances;Tous publics;"Ressources pédagogiques;Images, collections numérisées, bases de données";Archives;;Le temps d’une soirée;Accès gratuit exceptionnel et limité dans le temps;Collectivité territoriale;;2020-06-30T00:00:00;;6 rue de Bouillé 44035 Nantes;47.2249418;-1.5576884;47.2249418,-1.5576884
